mnist_id,tidigits_id
07a36b2d42,2_cl_92oa_a_000060-000088
7ddf40147c,1_mh_11985a_b_000048-000080
270d999e35,7_hh_157a_a_000068-000111
15cf55d8a7,8_ih_o86a_a_000043-000070
b2fa220be9,9_gj_z37zz49a_a_000200-000242
baa3997352,3_eg_1152z43a_a_000244-000287
f478e69ebd,7_ra_87771zza_a_000047-000087
544ff07cd9,7_cg_167a_a_000105-000159
22b94cdcbc,o_kn_8o6a_a_000055-000081
aec8df161b,1_pp_11a_a_000020-000052
0e0ded3dbe,4_ei_1451a_a_000056-000084
7852431513,o_ha_o61oa_a_000018-000037
54c497cfea,6_kt_9z76a_a_000134-000190
a1d28a6170,3_ec_6738a_a_000094-000126
0d2c86948b,2_ac_o22o6ooa_b_000070-000100
c027c5bcf0,9_es_5o89376a_a_000121-000155
7f8223084c,2_rs_2b_a_000018-000059
ac7907ff72,6_kh_6336a_a_000019-000061
c9a81e317b,9_hh_79a_a_000061-000096
74b1eb41aa,7_pp_97a_a_000074-000135
3080a2a25e,o_rp_4o3o9o1a_c_000170-000190
1a19360a80,1_rp_6o15123a_b_000191-000214
31f12a06f4,9_nc_943zza_a_000030-000074
2393e73ecd,o_pe_o656576a_a_000018-000041
03a49ee42e,2_kh_32151a_a_000045-000076
668b6ce766,8_re_3894484a_b_000244-000277
b573137130,o_hh_5o2o4a_b_000100-000113
d39c1ef939,3_ac_oo736a_a_000128-000152
a922c25282,6_hn_1o6oo44a_a_000069-000123
6babdb357e,5_pi_56o5a_a_000019-000042
0e1248a5e8,3_fk_3b_a_000022-000085
2b07f83e40,8_nf_48463a_a_000063-000081
79c6e15292,3_aj_37a_a_000010-000030
cfb3fa74ea,7_bh_297za_a_000081-000120
758cdb0c54,3_kc_38a_a_000032-000080
d3b25a3d8e,9_re_99288a_b_000065-000109
d466668dab,9_ni_9z9a_a_000020-000073
9ada9f010a,2_kh_21a_a_000018-000042
e7cf4e2bb6,2_in_26zza_a_000025-000052
57e666c4f3,5_mw_o9795a_a_000176-000236
4c37588260,1_kt_z1a_a_000064-000106
2737c89285,3_kt_43348a_b_000066-000094
0076ad6d72,7_hs_o872a_a_000065-000107
c17f43b854,1_jp_z731437a_a_000147-000180
52dce0f88d,8_hp_8o9o299a_a_000017-000044
df4f052c06,z_jr_z5z8a_b_000088-000122
30bf5ade05,2_ld_2957o91a_a_000039-000056
7b676ab805,7_fc_7521a_a_000049-000093
6d1ebd02e1,o_mr_o2o6672a_a_000020-000040
8c2db796cb,o_re_o9o11a_b_000099-000131
024f7435d1,o_fi_3o4oa_b_000148-000182
2ea6b53550,9_es_53283o9a_a_000244-000302
3e15806f0a,z_ei_618z34za_a_000143-000195
4b31d9623b,5_if_475a_a_000095-000143
c6f10c8736,5_ag_3528457a_a_000040-000072
c44ff488b7,9_pi_29z83a_a_000033-000070
88666eb073,7_pi_o78a_a_000046-000082
db8a3fc184,3_cb_9422383a_b_000321-000367
a9323f279b,o_mr_8o7497oa_a_000039-000049
5e1ff6276b,5_in_58oa_a_000018-000056
9881373aec,1_gr_7566116a_a_000206-000234
a23a6b0ba1,1_ei_1451a_a_000019-000057
a3925e69ca,7_pd_29o7a_a_000124-000178
1efe3b8fcc,7_rr_7b_a_000014-000070
0d77b4ac1f,z_rd_838z447a_a_000192-000238
dea077be77,z_kf_8z39za_a_000049-000087
e98e5bfe38,7_lt_3765a_a_000040-000074
029f076538,1_ff_4189a_a_000053-000093
96df6dae90,3_rp_4o3o9o1a_a_000070-000112
52f4223b74,8_ni_782z845a_a_000074-000095
f1fe15964f,8_aw_7z28213a_a_000182-000208
f2a9cdd2f9,1_re_1b_a_000019-000063
49cfcf145b,6_aj_94968a_a_000106-000133
669f7bca7a,z_ie_z8a_a_000042-000086
f982186b9e,6_jt_z5z645za_a_000143-000188
99fde1bd5b,2_pb_72a_a_000078-000120
67026266ca,3_mr_92336z8a_b_000144-000173
39fb4d6d23,9_gr_92z75a_a_000019-000050
aff62bf3e9,2_hl_32a_a_000054-000101
12930a774a,7_hs_3967178a_a_000124-000160
3b03d20b72,1_cr_5941484a_a_000136-000159
9587f36286,8_ha_872z9a_a_000018-000035
38ada70688,8_rn_84a_a_000014-000040
71d6dc0eca,z_rr_3zz2a_a_000043-000086
c20da45a82,z_hn_53174z7a_a_000204-000238
ee6b8bc4d9,3_hl_92243a_a_000186-000236
addd875e87,3_es_9113884a_a_000151-000184
64f48f809d,7_ha_71517a_b_000139-000180
b9758e30e4,7_fc_7a_a_000042-000098
8e81429d37,1_ni_11a_b_000048-000100
a00fce8413,7_kf_46872o5a_a_000154-000198
1cd5736e1c,o_aw_o665o99a_b_000142-000154
fd6370d4a5,4_dn_9841a_a_000092-000121
3d3284a46c,3_el_723a_a_000096-000138
9927298a8a,7_mk_77a_a_000019-000060
1312ec5e4c,7_jr_78z1368a_a_000018-000055
5c491074a2,o_hn_4o7oa_a_000062-000080
1d5d07482d,5_jr_563a_a_000043-000073
e45710afbf,7_fd_7372a_a_000025-000064
0d72ab9914,2_pe_2218zz4a_a_000019-000035
b9f65b91e7,9_ra_2496a_a_000093-000140
a26f275f58,6_nf_6o4a_a_000018-000060
91a8c29615,9_nh_1393254a_a_000072-000121
486326be86,7_sp_77a_a_000030-000076
8d24fdb714,9_fi_9a_a_000030-000081
e78a1e250f,3_re_3368a_a_000021-000063
54528762ac,o_nf_6o523a_a_000061-000070
488dd0d129,z_hg_zb_a_000023-000071
b2778d99c9,1_ih_z337361a_a_000244-000291
9b62f69dd8,7_st_379714za_b_000107-000143
7cc30db8a8,5_fi_8zz9752a_a_000222-000258
75ce56fae2,2_cb_5482zz5a_a_000182-000215
88565ad9f0,9_ae_7963a_a_000054-000083
c9c6317527,2_ca_52296o5a_b_000110-000153
7d0c613d1a,8_cf_82o87o3a_b_000163-000181
451b585a20,5_el_7z61591a_a_000179-000211
c8700ccc5d,6_ng_66z82a_a_000038-000069
dc19aec3c5,7_kp_7a_a_000019-000068
56bbbc33fd,3_sj_38116a_a_000021-000060
58364df4a8,8_bi_4226381a_a_000242-000268
5a99b546db,8_kf_875a_a_000028-000052
a516c08c63,5_nf_o5768ooa_a_000040-000068
925bf283f9,2_pk_7z682a_a_000235-000277
f6ec81255c,6_jn_3o55o6oa_a_000149-000186
5a0dd2a6e2,5_ha_71517a_a_000080-000117
c431667159,4_an_4a_a_000037-000097
55ae959283,1_rs_1b_a_000034-000084
3b30740b6b,9_kf_5494a_a_000092-000127
cfaee5a31c,z_ra_z58z75za_a_000022-000064
f28b363980,z_eg_44z2642a_a_000072-000125
c3ef6dd734,o_mb_o5o59o8a_c_000231-000262
9fbe2f4505,2_kf_3292za_b_000125-000164
f3dd890394,6_hh_6b_a_000031-000085
0dd3a0dd38,2_bh_22za_b_000039-000069
c46ef23f03,9_cl_1974a_a_000043-000073
08f6c4b491,8_br_zz738a_a_000222-000264
896c7fd845,5_rr_572o8a_a_000013-000047
80d52be6d7,4_cg_99724o6a_a_000213-000266
038919f6c9,z_pd_z38a_a_000019-000057
3159a43a86,5_hh_5b_a_000030-000064
b25ebc571e,3_kp_279o938a_a_000227-000257
a3645f5352,o_hp_2o7a_a_000050-000071
e7f13de5d7,3_mp_3oo1826a_a_000043-000080
1ca0b64aa4,8_nr_58a_a_000054-000097
eb534075b5,8_gt_o6ooo78a_a_000268-000309
51ebb37b77,o_il_7o76a_a_000065-000092
ec3d1bd826,1_jn_1o881a_b_000102-000144
b2cd0c3638,3_hh_3612a_a_000020-000044
98faf2cb20,9_ac_62793a_a_000123-000149
84042d446e,3_el_53a_a_000046-000090
29788905f2,8_gt_8b_a_000018-000053
026e0cdf2a,9_rr_99za_a_000009-000043
8e51a288b6,7_kn_7261a_a_000020-000070
3970494b13,8_fj_oo48a_a_000091-000115
a2032c539a,4_fj_934a_a_000079-000115
5589fd4d17,8_nc_8893a_a_000017-000043
92b63a1d74,2_lt_52423a_a_000045-000068
97e2c6f464,6_fl_613a_a_000038-000074
ea31f4302d,z_mr_z13a_a_000021-000065
1098580580,1_la_418a_a_000077-000120
5925603e0f,z_nr_zz8378za_a_000020-000049
bfffbc3a7c,3_sj_2353327a_c_000186-000217
4b462a4d57,z_kn_za_a_000021-000063
f0abf39ce4,2_pp_25a_a_000025-000045
efd2fe0484,4_eg_3764a_a_000104-000134
cceb8e116c,1_jp_91a_a_000078-000117
c2ca578dc1,9_an_391oa_a_000048-000082
ac077ec78d,8_bi_689z573a_a_000081-000110
44c2c00b8b,7_lt_74514zza_a_000019-000054
33b1874d34,4_mr_84a_a_000078-000125
52d60b74b3,o_nf_23oa_a_000070-000097
a84a92edac,2_kk_72za_a_000064-000092
78ac661202,4_kr_o4a_a_000077-000124
4e37c4db7b,o_pk_o724913a_a_000015-000043
0088bea2a4,6_eh_z916a_a_000143-000200
8d55a11ed0,3_nw_3881a_a_000026-000062
276dd6d154,z_cg_49zz6a_b_000178-000218
978d06ace1,8_an_86z99a_a_000019-000047
9e237d290f,4_ca_425694oa_a_000020-000055
efe09218fa,4_ec_6477a_a_000054-000080
5eb1cdb4c1,o_es_5o89376a_a_000051-000071
6599811074,8_fk_58a_a_000056-000085
1bf67a8b7e,1_kt_z146za_a_000061-000089
7334129082,8_jc_2148a_a_000113-000150
3590f23220,z_eh_95z43a_a_000092-000137
8fce6788dc,o_ee_1114oa_a_000152-000183
4a8dd2878d,9_kf_o997441a_a_000070-000106
1e3fd1a58d,7_nw_2791oa_a_000040-000079
7827019d8c,7_bi_728a_a_000019-000063
15ef269e77,6_il_9z36z36a_a_000121-000159
3c4905b566,4_re_6249a_a_000102-000143
7b30f0dab0,6_ls_56z7a_a_000053-000084
f481989cf8,5_sj_625za_a_000071-000106
1a498ddd21,8_ie_8za_a_000028-000055
70d5d00a70,o_dn_1o9o5a_a_000082-000108
c1eddc00ca,8_eg_68a_a_000054-000098
2d826f4271,4_hs_4b_a_000017-000062
50b8d8bc84,8_st_9669812a_a_000200-000231
1909b1b232,3_ae_2789385a_a_000125-000149
7d46b7f0fa,9_ff_78399a_a_000121-000156
8805206d5b,8_ai_64o8a_a_000117-000172
c533a169d4,6_pi_56971a_a_000048-000086
8506ab6e3a,o_pi_o3o28ooa_a_000018-000048
e43a7e7a4f,o_ff_67oa_a_000079-000103
eb384af1cb,8_ji_889a_b_000037-000060
72a9a3b54e,7_pb_59827a_a_000149-000200
1e8be18808,2_lt_2b_a_000020-000056
f63e64dc11,8_aw_86o7a_a_000044-000068
3e02608f33,7_il_z8z27a_a_000149-000202
96504dd92b,3_dn_38587a_a_000019-000052
1e2707969a,3_bd_6zz8643a_a_000233-000276
662494530b,8_bd_1382za_a_000069-000090
b32d1a6362,9_mm_97136a_a_000020-000064
d1e6ffaa37,6_jt_5537976a_a_000237-000290
bba7453fb5,5_if_59a_a_000040-000071
6be859b8ed,9_ea_9o56a_a_000020-000051
9614d4f940,1_fi_18a_a_000042-000079
5bf4d85aa5,3_ld_83za_a_000056-000085
a82ae0fcb4,2_fc_61oo2ooa_a_000223-000262
dab0da1d67,o_bd_oa_a_000027-000065
a2e45e3ac6,8_ee_918zz32a_a_000076-000119
37ab5e09e7,5_cl_32958a_a_000122-000155
fb3cc9df49,2_jr_2195a_a_000018-000034
9abf9d889a,6_ha_o364629a_b_000155-000188
c551706267,z_kh_zz342a_b_000067-000107
c9e59ecf57,8_ni_87a_a_000018-000040
0cf4a0b05f,8_kf_8118224a_a_000018-000041
91415d88c0,1_lt_1a_a_000020-000056
670aa456ff,o_sp_oo16o4oa_b_000045-000072
8fbf3caecb,2_mh_752a_a_000094-000127
3d289ac96e,6_bi_2z62a_a_000106-000149
4ded881b94,6_gg_6861a_b_000086-000121
b64a6128f3,2_mw_4282541a_a_000056-000087
f6e0731cd4,5_hs_54164a_a_000018-000054
e2908378ce,1_mh_61a_a_000069-000100
90a973da84,1_cf_11z2528a_a_000019-000062
0788c1bb54,o_cl_87oo9a_b_000143-000168
725e5bc6f5,6_ld_2776a_a_000106-000154
10dfd41a20,4_gj_4144a_b_000070-000097
ae09ac0721,z_es_zz1a_b_000060-000100
86f8395883,5_ls_85z658za_b_000183-000212
9138fb829f,7_cl_78362a_a_000020-000059
ac14d5d2a4,4_kp_4b_a_000019-000057
931790f43b,3_gt_8o51832a_a_000174-000197
d5a66e60ef,o_gj_977o2a_a_000149-000161
3cee35b2d1,1_ms_516a_a_000078-000101
c2bf7809e3,o_dl_8o74a_a_000046-000067
e811d7021b,5_kn_9754z23a_a_000093-000145
ab3e6f5225,8_mb_8a_a_000017-000062
b83eec481d,3_kk_o8o473oa_a_000224-000262
48bb880342,z_nc_9zz2946a_a_000072-000106
73f4b825ea,3_jp_8z3za_a_000097-000130
7a5f90b270,2_mb_z22a_a_000068-000099
6e01b6d733,o_aw_6o63263a_a_000078-000088
ae2e0c2e10,2_cl_26a_a_000018-000043
9f668cef21,o_kt_877o8a_a_000114-000131
b007f2ec2f,6_hl_23685a_a_000086-000131
b83c156aaa,o_re_o5o63a_b_000124-000161
76fe7156e8,3_fi_6296o93a_a_000286-000331
7767226109,7_jt_51o6272a_a_000202-000248
383c7c1267,8_ra_7z25788a_a_000332-000359
b86d9bce26,4_ig_4b_a_000028-000081
5077780941,9_ls_34943a_a_000091-000129
94894c07c4,4_kn_1449a_b_000111-000143
462aa7e418,4_cl_o4a_a_000043-000094
b76e53e177,3_jn_2324a_a_000056-000078
89611a698b,4_ig_4693471a_b_000206-000245
569437b0ba,6_ec_656o312a_a_000020-000056
37acc4c40d,4_hs_2841a_a_000081-000110
d6255bad37,5_pd_9989252a_a_000181-000218
f300096bf9,2_bi_231o8a_a_000031-000062
45f22773e8,6_eh_o296186a_a_000137-000178
6111067760,o_pb_oo8a_a_000026-000055
edbb215a48,o_gt_o89o4o5a_a_000018-000038
daa2511657,1_ag_7712719a_b_000200-000224
2cce362299,9_hg_9367295a_b_000264-000307
87f454ac44,3_mp_233934za_c_000185-000221
3daf93376a,1_jr_27o7111a_c_000190-000221
12b800c4ef,5_it_2z588a_a_000061-000092
e825ae0637,1_kd_5286158a_a_000192-000229
7c965492e6,8_rn_852a_a_000017-000047
786d6d8fc6,3_kn_2132o52a_a_000090-000135
6cdcb90a22,9_dg_99a_a_000020-000062
81ae52f30b,z_gj_22z5a_a_000056-000092
e539c11a83,2_re_3215873a_a_000072-000108
74fd6784f9,6_jc_zz6a_a_000106-000169
e30824f741,z_ec_9z69537a_a_000051-000077
147d386cc3,z_ea_3z7z222a_b_000130-000157
37f44bcdb2,z_ni_z6a_a_000019-000068
543822a3ba,o_ih_4439oo1a_b_000197-000221
67f2e8b568,7_kn_7b_a_000035-000084
f5f82e095d,o_ji_99o12ooa_c_000260-000298
0646274d26,2_jt_26332a_a_000018-000038
6309baa773,9_ih_887o975a_a_000144-000176
1713b550af,5_kh_535a_a_000018-000049
ef2d3afedb,z_eh_8z3a_a_000068-000102
a4c08f87d7,8_il_56z8698a_a_000122-000156
6288a06ce6,2_ae_2364213a_b_000131-000150
bcfd6c6a0a,3_cr_931z1a_a_000072-000104
9f82f03ee0,7_kt_7395o36a_a_000040-000081
345ad093df,2_pp_5294457a_a_000055-000078
3914568aed,o_aw_o665o99a_b_000142-000154
44c29e323f,6_nh_o4964a_a_000103-000131
64ba6172f7,7_pm_7o88765a_b_000120-000154
66d220e14d,8_hp_384a_a_000076-000093
06d81172b6,9_pd_4o48938a_a_000186-000227
37f44bcdb2,o_pp_o3o1o84a_c_000165-000185
db746d37a7,4_es_4a_a_000019-000064
ebafbf9ba8,7_sj_7o97132a_b_000169-000212
68bca24b43,o_ie_36o2a_a_000089-000106
a38baf28ee,z_hh_166z665a_a_000156-000191
7e82af5c20,o_jc_99oo1a_a_000097-000125
e52c25c4de,4_rf_z441a_a_000089-000129
cbc102cb69,z_lh_4z92zz4a_b_000167-000206
cc8a63bf84,1_ig_1219824a_a_000019-000046
75d6d06141,3_sp_387o935a_b_000199-000227
7cb581e88b,3_ae_3a_a_000023-000060
1bdd76e988,3_jc_433a_a_000054-000088
dfd2641355,5_ee_4645a_a_000103-000158
c75ca627dd,5_rf_91z5a_a_000125-000184
49a3e2b532,4_hg_43o4oa_a_000013-000044
9496be875c,4_kc_4o15a_a_000043-000089
7f74243689,3_kt_353a_b_000072-000127
6857f1e86f,2_ms_27z2a_a_000034-000052
cf9da56195,9_pi_o965a_a_000040-000074
efa537d6e3,o_mb_64o6oa_a_000112-000135
54d9440edc,9_if_3589a_a_000084-000128
123fa51a06,4_cm_344a_b_000101-000149
655b432197,9_dg_9oa_a_000019-000065
1871274355,3_rp_14233a_b_000126-000171
38409c2e67,2_bh_zz92a_a_000128-000166
4ee00d4d76,5_cb_52562z9a_b_000074-000121
d8ff3aac89,8_it_67987a_a_000094-000108
d98457aea9,4_bi_66454a_a_000088-000135
571afac37e,2_kn_2132o52a_b_000177-000209
7382537749,5_lh_5611a_a_000020-000055
576abd3b04,2_sj_21o36a_a_000008-000032
8b2d75a9ec,z_ng_638z8a_a_000105-000136
b7bcacbb4d,6_rn_6325zzza_a_000018-000067
7062ecea0e,6_ld_686a_a_000055-000089
c90cff082a,9_kr_97oa_a_000019-000054
cd8cefae91,4_ls_477a_a_000035-000063
e9e2ad9603,5_ni_68548a_a_000132-000185
bb7cc02029,8_el_82oa_a_000018-000041
97d333e3ca,o_dn_84oo77oa_b_000118-000137
e19ad6a262,7_mr_8o7497oa_b_000155-000197
a8afb33e3b,4_gr_o45a_a_000051-000078
da4edcb4cc,4_fi_3z844a_b_000146-000196
8641614c01,8_il_4z48898a_a_000128-000161
ab02d7f84d,4_aj_8314a_a_000085-000126
be576e2d68,9_es_9113884a_a_000020-000055
33b5f29347,6_nh_63z4638a_a_000019-000060
3a91b3cfbc,8_nh_2168a_a_000132-000163
04ccafaf2a,1_pb_z113z49a_b_000131-000177
cea1572f63,2_pd_27267a_a_000019-000039
e96ca6e676,7_mm_289z7a_a_000262-000338
be86975db6,3_cm_344a_a_000037-000070
5884a8be50,7_pe_3723a_a_000039-000081
b3ba354f27,6_gt_o36a_a_000060-000112
43d16ba669,4_jt_96754a_a_000152-000194
6650586f8e,8_il_8a_a_000019-000061
1b9c3f1e76,2_fj_oo625a_a_000094-000111
94c86b37a5,1_an_3775512a_a_000231-000268
f617d5519b,8_es_5968a_a_000134-000178
ae1fb560c2,z_bi_5z77a_a_000085-000124
8e7da76e8c,1_dn_1o9o5a_a_000044-000082
db7bcd123d,o_mb_47oo3a_a_000095-000123
174ebab0f9,5_lt_z525919a_b_000141-000172
6bf330e5e8,2_it_2b_a_000009-000038
77c41a23be,o_ei_2816o8oa_b_000280-000313
4bb9185974,8_ac_98a_a_000054-000090
5aad48ef81,3_mk_o1431ooa_a_000200-000254
da0d64dff3,o_kd_o3971ooa_c_000242-000281
2c9e608b06,z_pd_z6b_a_000020-000056
98febf9727,7_lh_872zza_a_000040-000084
ef95531ae0,5_kd_o327645a_a_000263-000316
e3a234f43d,8_hh_7875zz9a_a_000099-000113
6be4da6142,5_kn_975a_a_000083-000125
0ddc353038,7_ld_2957o91a_a_000164-000202
cfe828e645,2_ca_62356a_a_000083-000125
307f6514b8,2_pe_62o1o5oa_a_000059-000082
2e41ef4400,3_fk_13a_a_000053-000109
72cf5fdf34,1_ld_517a_a_000055-000082
cce80e00fb,2_lt_9242a_a_000047-000068
e2bb742c45,3_ie_61352a_a_000089-000119
bccc32d238,o_ae_oa_a_000026-000065
3628a41afe,8_ld_o5o8oooa_a_000112-000152
12713f8b3b,2_pk_o2942a_b_000171-000215
c7c73bade3,3_ji_1386587a_a_000048-000069
786a30f5ed,7_kp_7a_a_000019-000068
63ef6410c5,9_gt_749a_a_000082-000128
4bb9836fa6,7_kr_637a_a_000108-000179
2abe64cfe8,7_re_7oo1a_a_000020-000072
e66e1482fd,8_st_683z8a_a_000071-000092
1e4869ba08,1_mk_1za_a_000020-000055
7fe867c3cc,1_ih_1a_a_000043-000099
a7282c166a,7_pm_29278o7a_a_000093-000131
243ca6ab3e,9_ji_97a_a_000020-000050
7f46f76da6,2_rr_5282252a_b_000119-000144
11c42bea11,6_cf_o96a_a_000088-000143
0a92a6542c,8_pm_8z878a_b_000074-000099
bad4b2d9c6,6_es_6b_a_000022-000090
1e4683e3d9,9_hh_92a_a_000020-000049
a204ded7fd,7_el_67z5a_a_000050-000086
da4343589b,z_hn_61z1a_a_000133-000166
dd4d324629,9_fk_36937zza_a_000098-000154
92099c6585,9_cg_9a_a_000019-000069
1b331c0316,1_rf_3971oa_a_000186-000222
5e218167ec,8_pd_9884275a_a_000056-000073
cedea53e55,8_kn_55984a_a_000129-000147
141a22a7dd,o_ec_o784369a_a_000018-000043
4b1b7a79d1,z_ha_z54a_a_000021-000050
85245e186a,6_ec_z583668a_a_000204-000239
e30d2286b5,6_ji_1386587a_a_000095-000126
c26152081e,8_rn_28o77a_a_000047-000081
d02a7b06d4,9_ra_99z76a_b_000056-000096
d9939ab367,o_ac_o22o6ooa_a_000018-000045
04710aa7a8,7_rf_537a_a_000091-000143
e2213d9377,4_rd_84z17z8a_a_000041-000071
46f7a1cef6,1_kh_16a_a_000018-000049
903a7b0593,8_fd_1681a_a_000089-000113
9a56f8815b,8_cm_987oa_a_000056-000078
c342b7286c,o_fj_oo48a_a_000018-000035
0a6dc6a2c0,z_dc_297z4a_a_000110-000139
5bee858bf4,2_pi_2a_a_000018-000054
3df456808d,4_fk_591o4a_a_000166-000220
8747487b0d,z_il_z41z5z6a_a_000020-000059
c58b35518c,6_kd_62oa_a_000017-000064
407d180de8,6_gr_5o25676a_b_000281-000336
276d4a49ed,1_mp_7442417a_a_000252-000282
c0180acb10,z_rd_658894za_a_000266-000306
1214d936d8,o_ca_425694oa_a_000235-000272
b23a5d856d,o_ls_4oo6a_a_000060-000079
5a85c098e6,z_mr_4zz3a_a_000048-000080
0c13050a88,5_pd_o354595a_c_000217-000259
3de7270bcf,3_kd_4723a_a_000155-000200
c4a6224087,7_pd_17za_a_000045-000086
bb0a941d4d,2_pi_12a_a_000052-000092
5bfcbae58c,4_pm_43318a_a_000016-000042
d83b9680f8,3_ai_2935z8za_a_000086-000134
cda9f8615f,o_fd_oo2722oa_b_000064-000083
a35d9e4ce9,8_kn_4899zz9a_a_000045-000077
7ab125c4e3,5_cb_96365a_a_000199-000254
