image_uid,caption_number,keyword,lemma
514222303_cb98584536,3,red,red
514222303_cb98584536,3,rope,rope
636503038_17ca82b50f,1,people,people
636503038_17ca82b50f,1,standing,stand
636503038_17ca82b50f,1,rocks,rock
636503038_17ca82b50f,1,near,near
636503038_17ca82b50f,1,water,water
1016887272_03199f49c4,3,climbers,climber
1016887272_03199f49c4,3,rock,rock
1016887272_03199f49c4,3,man,man
1016887272_03199f49c4,3,holding,hold
109260218_fca831f933,0,people,people
109260218_fca831f933,0,rock,rock
1105959054_9c3a738096,0,child,child
1105959054_9c3a738096,0,painting,paint
1105959054_9c3a738096,0,picture,picture
118187095_d422383c81,2,pushed,push
118187095_d422383c81,2,car,car
1252787177_4b08625897,0,people,people
1252787177_4b08625897,0,hanging,hang
1287920676_d21a0b289b,2,white,white
1287920676_d21a0b289b,2,dog,dog
1287920676_d21a0b289b,2,red,red
1296412797_85b6d2f8d6,0,child,child
1296412797_85b6d2f8d6,0,swung,swing
1296412797_85b6d2f8d6,0,arms,arm
1296412797_85b6d2f8d6,0,child,child
1296412797_85b6d2f8d6,0,watches,watch
1384292980_4022a7520c,3,young,young
1384292980_4022a7520c,3,women,woman
1384292980_4022a7520c,3,walking,walk
1394396709_65040d97ab,1,dog,dog
1394396709_65040d97ab,1,water,water
1480712062_32a61ad4b7,0,holds,hold
1480712062_32a61ad4b7,0,small,small
1511807116_41c3645e8c,1,dogs,dog
1511807116_41c3645e8c,1,grass,grass
171488318_fb26af58e2,0,dog,dog
171488318_fb26af58e2,0,walking,walk
171488318_fb26af58e2,1,dog,dog
171488318_fb26af58e2,1,walking,walk
1798215547_ef7ad95be8,3,boy,boy
1798215547_ef7ad95be8,3,slides,slide
186890605_ddff5b694e,4,man,man
186890605_ddff5b694e,4,swinging,swinge
186890605_ddff5b694e,4,rope,rope
186890605_ddff5b694e,4,swing,swing
186890605_ddff5b694e,4,lake,lake
2076906555_c20dc082db,0,boy,boy
2076906555_c20dc082db,0,jean,jean
2076906555_c20dc082db,0,jacket,jacket
2076906555_c20dc082db,0,hand,hand
2076906555_c20dc082db,0,smiling,smile
2076906555_c20dc082db,0,camera,camera
2081141788_38fa84ce3c,0,children,child
2081141788_38fa84ce3c,0,jumping,jump
2081141788_38fa84ce3c,0,pool,pool
2081446176_f97dc76951,3,wearing,wear
2081446176_f97dc76951,3,hat,hat
2097420505_439f63c863,3,man,man
2097420505_439f63c863,3,camera,camera
2102581664_5ea50f85c6,1,dog,dog
2102581664_5ea50f85c6,1,jumping,jump
2109479807_eec8d72ca7,0,girls,girl
2109479807_eec8d72ca7,0,ride,ride
2120571547_05cd56de85,3,women,woman
2120571547_05cd56de85,3,car,car
2130203183_49bae96b96,2,dog,dog
2130203183_49bae96b96,2,sitting,sit
2144846312_d4c738dc6c,4,baby,baby
214543992_ce6c0d9f9b,1,black,black
214543992_ce6c0d9f9b,1,white,white
214543992_ce6c0d9f9b,1,dog,dog
214543992_ce6c0d9f9b,1,jumps,jump
214543992_ce6c0d9f9b,1,ball,ball
214543992_ce6c0d9f9b,1,thrown,throw
2186139563_e60c1d4b8b,4,dog,dog
2186139563_e60c1d4b8b,4,chases,chase
2186139563_e60c1d4b8b,4,ball,ball
2204777844_1bcf26bf84,3,child,child
2204777844_1bcf26bf84,3,red,red
2204777844_1bcf26bf84,3,ice,ice
2205088706_d7e633e00d,0,boy,boy
2205088706_d7e633e00d,0,red,red
2205088706_d7e633e00d,0,jumping,jump
2205088706_d7e633e00d,0,sand,sand
2205336881_d9ee4179d3,0,little,little
2205336881_d9ee4179d3,0,girl,girl
2205336881_d9ee4179d3,0,takes,take
2205336881_d9ee4179d3,0,picture,picture
2205336881_d9ee4179d3,0,camera,camera
2208055895_37cd8e1edf,1,boy,boy
2226587791_66e29dd01d,2,pool,pool
224702241_05af393148,4,dog,dog
224702241_05af393148,4,walks,walk
2279980395_989d48ae72,2,child,child
2279980395_989d48ae72,2,balls,ball
2335428699_4eba9b6245,4,children,child
2335428699_4eba9b6245,4,jumping,jump
2335428699_4eba9b6245,4,snow,snow
2355880294_8f78a6fea6,1,men,man
2355880294_8f78a6fea6,1,climbing,climb
236474697_0c73dd5d8b,3,young,young
236474697_0c73dd5d8b,3,people,people
236474697_0c73dd5d8b,3,holding,hold
2367816288_7c2d11d3c5,4,young,young
2367816288_7c2d11d3c5,4,boy,boy
2367816288_7c2d11d3c5,4,flip,flip
2369248869_0266760c4a,2,dog,dog
2369248869_0266760c4a,2,running,run
2369248869_0266760c4a,2,water,water
2370221025_be4d9a4431,2,small,small
2370221025_be4d9a4431,2,child,child
2370221025_be4d9a4431,2,held,hold
237277765_9e6fa5b99a,3,girl,girl
237277765_9e6fa5b99a,3,sitting,sit
237277765_9e6fa5b99a,3,tree,tree
2387197355_237f6f41ee,4,woman,woman
2387197355_237f6f41ee,4,red,red
2387197355_237f6f41ee,4,dress,dress
2387197355_237f6f41ee,4,black,black
2387197355_237f6f41ee,4,mask,mask
2387197355_237f6f41ee,4,people,people
2387197355_237f6f41ee,4,dance,dance
2394267183_735d2dc868,1,dog,dog
2394267183_735d2dc868,1,obstacle,obstacle
2394267183_735d2dc868,1,course,course
2394267183_735d2dc868,2,dog,dog
2394267183_735d2dc868,2,obstacle,obstacle
241031670_e60f59b8e4,4,girls,girl
2410562803_56ec09f41c,4,people,people
2410562803_56ec09f41c,4,sit,sit
2412390588_a89cab30f4,1,boy,boy
2412390588_a89cab30f4,1,red,red
2412390588_a89cab30f4,1,pointing,point
2412390588_a89cab30f4,1,red,red
2414352262_005ae90407,4,girl,girl
2414352262_005ae90407,4,coat,coat
2414352262_005ae90407,4,jumping,jump
2414352262_005ae90407,4,sand,sand
2419186511_f0ce5f9685,2,baby,baby
2419186511_f0ce5f9685,2,takes,take
2419186511_f0ce5f9685,2,large,large
2423085253_6c19149855,2,little,little
2423085253_6c19149855,2,girl,girl
2423085253_6c19149855,2,running,run
2423085253_6c19149855,2,colorful,colorful
2423085253_6c19149855,2,ball,ball
2423085253_6c19149855,2,grass,grass
2509824208_247aca3ea3,3,brown,brown
2509824208_247aca3ea3,3,dog,dog
2509824208_247aca3ea3,3,runs,run
2509824208_247aca3ea3,3,grass,grass
2521062020_f8b983e4b2,3,man,man
2521062020_f8b983e4b2,3,boy,boy
2521062020_f8b983e4b2,3,rock,rock
2521062020_f8b983e4b2,3,climbing,climb
2521062020_f8b983e4b2,3,wall,wall
2527303359_6c3dc3f282,0,girl,girl
2527303359_6c3dc3f282,0,white,white
2527303359_6c3dc3f282,0,dress,dress
2527303359_6c3dc3f282,0,beach,beach
2532262109_87429a2cae,2,group,group
2532262109_87429a2cae,2,girls,girl
2532262109_87429a2cae,2,standing,stand
2532262109_87429a2cae,2,taking,take
2532262109_87429a2cae,2,pictures,picture
2533010184_ef2fd71297,1,woman,woman
2533010184_ef2fd71297,1,standing,stand
2533010184_ef2fd71297,1,white,white
2533010184_ef2fd71297,1,flowers,flower
2534194182_ac53035cf4,0,group,group
2547785434_f227bd3680,1,brown,brown
2547785434_f227bd3680,1,white,white
2547785434_f227bd3680,1,jumps,jump
2547785434_f227bd3680,1,black,black
2547785434_f227bd3680,1,white,white
2547785434_f227bd3680,1,dog,dog
2554570943_122da6438f,4,child,child
2554570943_122da6438f,4,climbs,climb
2554570943_122da6438f,4,red,red
2554570943_122da6438f,4,slide,slide
2562347802_c049a2ba88,0,dogs,dog
2562347802_c049a2ba88,0,walking,walk
2570559405_dc93007f76,3,dogs,dog
2570559405_dc93007f76,3,fence,fence
2571096893_694ce79768,2,young,young
2571096893_694ce79768,2,child,child
2571096893_694ce79768,2,runs,run
2615623392_ab2b9759ae,2,woman,woman
2615623392_ab2b9759ae,2,boy,boy
262642489_f5c6b9e65b,4,brown,brown
262642489_f5c6b9e65b,4,dog,dog
262642489_f5c6b9e65b,4,swims,swim
262642489_f5c6b9e65b,4,camera,camera
263231469_e85c74f5fd,4,girl,girl
263231469_e85c74f5fd,4,black,black
263231469_e85c74f5fd,4,walks,walk
2650620212_0586016e0d,3,black,black
2650620212_0586016e0d,3,walks,walk
2650620212_0586016e0d,3,edge,edge
2650620212_0586016e0d,3,pool,pool
2687229880_97cfd8148e,1,woman,woman
2687229880_97cfd8148e,1,black,black
2687229880_97cfd8148e,1,shirt,shirt
2687229880_97cfd8148e,1,walking,walk
2709275718_73fcf08c23,3,man,man
2709275718_73fcf08c23,3,holding,hold
2716457668_187a6d2b1c,3,boy,boy
2716457668_187a6d2b1c,3,wearing,wear
2716457668_187a6d2b1c,3,glasses,glass
2719102611_fef453bf30,0,black,black
2719102611_fef453bf30,0,white,white
2719102611_fef453bf30,0,stands,stand
2721656220_5f4cda8bc1,1,woman,woman
2721656220_5f4cda8bc1,1,smiles,smile
2721656220_5f4cda8bc1,1,holds,hold
2747436384_9470c56cb9,2,sitting,sit
2747436384_9470c56cb9,2,wave,wave
2752809449_632cd991b3,2,man,man
2752809449_632cd991b3,2,woman,woman
2752809449_632cd991b3,2,sit,sit
2766726291_b83eb5d315,4,boy,boy
2771424045_1fdf9617eb,0,man,man
2771424045_1fdf9617eb,0,red,red
2771424045_1fdf9617eb,0,face,face
2771424045_1fdf9617eb,0,paint,paint
2771424045_1fdf9617eb,0,poses,pose
2771424045_1fdf9617eb,0,woman,woman
2807209904_389d81f33a,1,group,group
2807209904_389d81f33a,1,outside,outside
2807209904_389d81f33a,1,building,building
2813588204_69fe7deb14,2,dogs,dog
2813588204_69fe7deb14,2,race,race
2834103050_512e5b330a,3,people,people
2834103050_512e5b330a,3,beach,beach
2839807428_efe42423f2,4,dog,dog
2839807428_efe42423f2,4,jumping,jump
2839807428_efe42423f2,4,air,air
2839807428_efe42423f2,4,catch,catch
2839807428_efe42423f2,4,frisbee,frisbee
2850719435_221f15e951,1,children,child
2850719435_221f15e951,1,jump,jump
2855727603_e917ded363,4,large,large
2855727603_e917ded363,4,brown,brown
2855727603_e917ded363,4,dog,dog
2855727603_e917ded363,4,walking,walk
2867937005_91c092b157,4,girl,girl
2867937005_91c092b157,4,pink,pink
2873445888_8764699246,4,boy,boy
2873445888_8764699246,4,kicks,kick
2873445888_8764699246,4,leg,leg
2873445888_8764699246,4,standing,stand
2873445888_8764699246,4,water,water
2876494009_9f96d7eaf2,2,ramps,ramp
2882743431_c3e6cd1b5c,3,brown,brown
2882743431_c3e6cd1b5c,3,dog,dog
2882743431_c3e6cd1b5c,3,bites,bite
2882743431_c3e6cd1b5c,3,white,white
2882743431_c3e6cd1b5c,3,dog,dog
2884092603_786b53a74b,4,girl,girl
2884092603_786b53a74b,4,boy,boy
2891185857_54942809cf,4,orange,orange
2911928620_06c3fa293e,3,motorcycle,motorcycle
2911928620_06c3fa293e,3,hand,hand
2925737498_57585a7ed9,4,man,man
2925737498_57585a7ed9,4,wearing,wear
2925737498_57585a7ed9,4,jacket,jacket
2929669711_b2d5a640f0,2,waves,wave
2955985301_e4139bc772,3,young,young
2955985301_e4139bc772,3,woman,woman
2955985301_e4139bc772,3,brown,brown
2955985301_e4139bc772,3,hair,hair
2955985301_e4139bc772,3,smiles,smile
2955985301_e4139bc772,3,camera,camera
300594071_3450444752,3,woman,woman
3006094603_c5b32d2758,0,man,man
3006094603_c5b32d2758,0,wearing,wear
3006094603_c5b32d2758,0,shirt,shirt
3006926228_cf3c067b3e,0,man,man
3006926228_cf3c067b3e,0,hand,hand
3014986976_0e7b858970,4,people,people
3021780428_497542a072,3,young,young
3021780428_497542a072,3,pushes,push
3021780428_497542a072,3,large,large
3021780428_497542a072,3,man,man
3052038928_9f53aa2084,1,man,man
3052038928_9f53aa2084,1,woman,woman
3052038928_9f53aa2084,1,sit,sit
3052038928_9f53aa2084,1,men,man
3052038928_9f53aa2084,1,stand,stand
3065560742_f6e266ccd9,3,hockey,hockey
3065560742_f6e266ccd9,3,players,player
3065560742_f6e266ccd9,3,fall,fall
3069216757_c419b3898e,0,girl,girl
3069216757_c419b3898e,0,pink,pink
3069216757_c419b3898e,0,striped,striped
3069216757_c419b3898e,0,shirt,shirt
3081363964_d404eccae8,0,dog,dog
3090593241_93a975fe2b,1,crowd,crowd
3090593241_93a975fe2b,1,people,people
3090593241_93a975fe2b,1,lining,line
3092200805_dd1f83ddbe,0,lake,lake
3107059919_0594269f72,1,little,little
3107059919_0594269f72,1,girl,girl
3107059919_0594269f72,1,runs,run
3122606953_a979dd3d33,2,dogs,dog
3122606953_a979dd3d33,2,running,run
3122606953_a979dd3d33,2,snow,snow
312427606_defa0dfaa8,4,girl,girl
312427606_defa0dfaa8,4,hair,hair
312427606_defa0dfaa8,4,eating,eat
3134585858_a8c3493ca5,4,man,man
3134585858_a8c3493ca5,4,woman,woman
3134585858_a8c3493ca5,4,wearing,wear
3134585858_a8c3493ca5,4,black,black
3134585858_a8c3493ca5,4,wearing,wear
3134585858_a8c3493ca5,4,black,black
3134585858_a8c3493ca5,4,coats,coat
3139118874_599b30b116,3,young,young
3139118874_599b30b116,3,girls,girl
3139118874_599b30b116,3,pose,pose
3139118874_599b30b116,3,smiling,smile
3139118874_599b30b116,3,picture,picture
3139118874_599b30b116,3,tree,tree
3139238055_2817a0c7d8,2,posing,pose
3139238055_2817a0c7d8,2,holding,hold
3157220149_cc3c8cc84d,2,young,young
3157220149_cc3c8cc84d,2,men,man
3188319076_71724fcc07,3,dog,dog
3188319076_71724fcc07,3,snow,snow
3202360797_2084743e90,1,dog,dog
3202360797_2084743e90,1,tire,tire
3202360797_2084743e90,1,track,track
3202360797_2084743e90,1,snow,snow
3213622536_31da7f6682,1,flags,flag
3214151585_f2d0b00b41,4,surfer,surfer
3214151585_f2d0b00b41,4,riding,ride
3214151585_f2d0b00b41,4,wave,wave
3221815947_76c95b50b7,1,black,black
3221815947_76c95b50b7,1,horse,horse
3221815947_76c95b50b7,1,white,white
3221815947_76c95b50b7,1,running,run
3221815947_76c95b50b7,1,fence,fence
3225296260_2ee72b4917,3,people,people
3225296260_2ee72b4917,3,helmets,helmet
3225296260_2ee72b4917,3,sitting,sit
3225296260_2ee72b4917,3,race,race
3225296260_2ee72b4917,3,car,car
3229821595_77ace81c6b,3,line,line
3229821595_77ace81c6b,3,people,people
3240048764_acce8af2a5,1,people,people
3240048764_acce8af2a5,1,water,water
3245504245_27931f5ec1,2,woman,woman
3245504245_27931f5ec1,2,paints,paint
3245504245_27931f5ec1,2,girl,girl
3245504245_27931f5ec1,2,face,face
3257277774_aba333a94c,3,dog,dog
3257277774_aba333a94c,3,jumps,jump
3257277774_aba333a94c,3,snow,snow
3258391809_38fc6211f7,3,man,man
3258391809_38fc6211f7,3,woman,woman
3258391809_38fc6211f7,3,camera,camera
3261493263_381a4c5cc7,3,dogs,dog
3261493263_381a4c5cc7,3,sled,sled
3261493263_381a4c5cc7,3,snow,snow
3264337159_e1680a35ba,4,white,white
3264337159_e1680a35ba,4,dog,dog
3264337159_e1680a35ba,4,jumping,jump
3264397357_72f084cac1,2,woman,woman
3264397357_72f084cac1,2,red,red
3264397357_72f084cac1,2,smiles,smile
3282897060_8c584e2ce8,0,man,man
3282897060_8c584e2ce8,0,head,head
3282897060_8c584e2ce8,0,hand,hand
3291587911_81fc33300e,2,man,man
3291587911_81fc33300e,2,wearing,wear
3291587911_81fc33300e,2,bitten,bite
3291587911_81fc33300e,2,arm,arm
3291587911_81fc33300e,2,dog,dog
3294964868_16f4f9fa9d,2,skier,skier
3296715418_29542dcdc2,1,white,white
3296715418_29542dcdc2,1,dog,dog
3296715418_29542dcdc2,1,grass,grass
3304511635_113beaf458,0,woman,woman
3304511635_113beaf458,0,orange,orange
3304511635_113beaf458,0,dress,dress
3304511635_113beaf458,0,dances,dance
3304511635_113beaf458,0,man,man
3304511635_113beaf458,0,black,black
3336808362_c17837afd8,2,man,man
3336808362_c17837afd8,2,watching,watch
3336808362_c17837afd8,2,people,people
3349308309_92cff519f3,0,girls,girl
3349308309_92cff519f3,0,riding,ride
3349308309_92cff519f3,0,girls,girl
3354474353_daf9e168cf,2,dogs,dog
3354474353_daf9e168cf,2,mouth,mouth
3354474353_daf9e168cf,2,snow,snow
3355494822_61353a224d,0,skier,skier
3387630781_f421a94d9d,3,baby,baby
3394070357_cb2a3243fc,2,small,small
3394070357_cb2a3243fc,2,brown,brown
3394070357_cb2a3243fc,2,dog,dog
3394070357_cb2a3243fc,2,jumping,jump
3394070357_cb2a3243fc,2,water,water
3404408360_430f73b034,2,adults,adult
3404408360_430f73b034,2,children,child
3404408360_430f73b034,2,stand,stand
3404408360_430f73b034,2,outside,outside
3408130183_f038bdaa4f,0,black,black
3408130183_f038bdaa4f,0,brown,brown
3408130183_f038bdaa4f,0,dog,dog
3408130183_f038bdaa4f,0,walking,walk
3408130183_f038bdaa4f,3,dogs,dog
3408130183_f038bdaa4f,3,running,run
3415165462_e1cb536d08,0,brown,brown
3415165462_e1cb536d08,0,white,white
3415165462_e1cb536d08,0,dog,dog
3415165462_e1cb536d08,0,jumping,jump
3415165462_e1cb536d08,0,air,air
3415165462_e1cb536d08,0,ball,ball
3415165462_e1cb536d08,0,mouth,mouth
3417102649_5c0b2f4b4d,2,dog,dog
3417102649_5c0b2f4b4d,2,small,small
3417102649_5c0b2f4b4d,2,tree,tree
3418504074_083f0bb68d,0,dog,dog
3418504074_083f0bb68d,0,ball,ball
3418504074_083f0bb68d,0,snow,snow
343073813_df822aceac,3,dog,dog
343073813_df822aceac,3,water,water
3436418401_b00ceb27c0,0,child,child
3436418401_b00ceb27c0,0,running,run
3436418401_b00ceb27c0,0,beach,beach
3439414478_8038ba9409,0,brown,brown
3439414478_8038ba9409,0,dog,dog
3439414478_8038ba9409,0,jumping,jump
3439414478_8038ba9409,0,air,air
3440160917_4524cfd9f6,0,child,child
3446191973_1db572ed8a,4,stand,stand
3454754632_977c1523be,4,girl,girl
3454754632_977c1523be,4,holding,hold
3454754632_977c1523be,4,smiles,smile
3455920874_6fbec43194,2,black,black
3455920874_6fbec43194,2,white,white
3455920874_6fbec43194,2,dog,dog
3455920874_6fbec43194,2,jumps,jump
3455920874_6fbec43194,2,red,red
3455920874_6fbec43194,2,white,white
3455920874_6fbec43194,2,hurdle,hurdle
3455920874_6fbec43194,2,dogs,dog
3460458114_35037d4d4c,1,boy,boy
3460458114_35037d4d4c,1,flip,flip
3460458114_35037d4d4c,1,pool,pool
3460458114_35037d4d4c,1,boy,boy
3460458114_35037d4d4c,1,watches,watch
3461106572_920c8c0112,3,people,people
3461106572_920c8c0112,3,pose,pose
3475111806_f0d2927707,1,man,man
3475111806_f0d2927707,1,takes,take
3475111806_f0d2927707,1,picture,picture
3475111806_f0d2927707,1,men,man
3475111806_f0d2927707,1,crowd,crowd
3484019369_354e0b88c0,4,players,player
3484019369_354e0b88c0,4,red,red
3484019369_354e0b88c0,4,hockey,hockey
3486154327_8be7c78569,3,sit,sit
3486154327_8be7c78569,3,stairs,stair
3488512097_e500cb499f,3,track,track
3490867290_13bcd3a7f0,1,women,woman
3490867290_13bcd3a7f0,1,sitting,sit
3496983524_b21ecdb0c7,0,boy,boy
3496983524_b21ecdb0c7,0,reads,read
3497069793_2d4baf5b4b,1,child,child
3500829879_a643818d84,3,riding,ride
3510218982_318f738b76,1,man,man
3512033659_7e8a0c2ffa,3,heads,head
3512033659_7e8a0c2ffa,3,crowded,crowd
3514194772_43ba471982,0,brown,brown
3514194772_43ba471982,0,dog,dog
3514194772_43ba471982,0,running,run
3514194772_43ba471982,0,grass,grass
3518675890_2f65e23ff9,4,brown,brown
3518675890_2f65e23ff9,4,dog,dog
3518675890_2f65e23ff9,4,running,run
3518675890_2f65e23ff9,4,grass,grass
3544233095_4bca71df1d,4,boy,boy
3544233095_4bca71df1d,4,green,green
3544233095_4bca71df1d,4,beach,beach
3549464203_8ab9c6160b,4,girl,girl
3556792157_d09d42bef7,4,sitting,sit
3556792157_d09d42bef7,4,chairs,chair
3556792157_d09d42bef7,4,wall,wall
3565655045_8eb00b7423,3,rocks,rock
3572942419_16ebdc3d46,3,women,woman
3582914905_f58db879ae,2,water,water
3582914905_f58db879ae,2,holding,hold
3582914905_f58db879ae,2,rope,rope
3590654365_fd4819f48b,1,man,man
3604384157_99241be16e,3,people,people
3604384157_99241be16e,3,hats,hat
3604384157_99241be16e,3,outside,outside
3612249030_e2829ffa31,4,boy,boy
3612249030_e2829ffa31,4,sand,sand
3640407952_bb38fb9d55,0,man,man
3640407952_bb38fb9d55,0,skateboard,skateboard
3640407952_bb38fb9d55,0,skateboard,skateboard
3640407952_bb38fb9d55,0,ramp,ramp
3665996775_6d7d9a46f1,1,young,young
3665996775_6d7d9a46f1,1,girl,girl
3665996775_6d7d9a46f1,1,pink,pink
3665996775_6d7d9a46f1,1,dress,dress
3667492609_97f88b373f,2,man,man
3667492609_97f88b373f,2,water,water
3670075789_92ea9a183a,1,girl,girl
3670075789_92ea9a183a,1,child,child
3670075789_92ea9a183a,1,pool,pool
3677954655_df4c0845aa,2,air,air
3708839890_ed448012cf,1,black,black
3708839890_ed448012cf,1,dog,dog
3708839890_ed448012cf,1,jumping,jump
3708839890_ed448012cf,1,water,water
3733074526_82aa8d5f8d,4,red,red
3733074526_82aa8d5f8d,4,white,white
3733074526_82aa8d5f8d,4,costumes,costume
3733074526_82aa8d5f8d,4,dancing,dance
3756150099_50882fc029,0,boy,boy
3756150099_50882fc029,0,head,head
3756150099_50882fc029,0,painted,paint
3756150099_50882fc029,0,picture,picture
382151094_c7376cf22b,1,boy,boy
382151094_c7376cf22b,1,eats,eat
382151094_c7376cf22b,1,ice,ice
386470686_1ae9242878,0,man,man
386470686_1ae9242878,0,fallen,fall
386470686_1ae9242878,0,tree,tree
394161692_2576920777,1,man,man
394161692_2576920777,1,arm,arm
394161692_2576920777,1,flower,flower
421808539_57abee6d55,3,dog,dog
421808539_57abee6d55,3,walking,walk
421808539_57abee6d55,3,snow,snow
426920445_d07d1fd0f7,3,white,white
426920445_d07d1fd0f7,3,dog,dog
426920445_d07d1fd0f7,3,running,run
426920445_d07d1fd0f7,3,grass,grass
434938585_fbf913dfb4,1,woman,woman
434938585_fbf913dfb4,1,jacket,jacket
434938585_fbf913dfb4,1,smiling,smile
439569646_c917f1bc78,0,girl,girl
460973814_5eacd1ced4,4,sit,sit
460973814_5eacd1ced4,4,table,table
470887785_e0b1241d94,4,woman,woman
470887785_e0b1241d94,4,men,man
472535997_0dbf42b9f3,1,girls,girl
472535997_0dbf42b9f3,1,pink,pink
472535997_0dbf42b9f3,1,dresses,dress
472535997_0dbf42b9f3,1,dance,dance
481054596_cad8c02103,4,people,people
489372715_ce52da796a,3,dog,dog
495341977_b27279f962,4,brown,brown
495341977_b27279f962,4,dogs,dog
495341977_b27279f962,4,black,black
495341977_b27279f962,4,frisbee,frisbee
498957941_f0eda42787,2,little,little
498957941_f0eda42787,2,boy,boy
498957941_f0eda42787,2,running,run
523991446_65dbc5a4a5,1,woman,woman
523991446_65dbc5a4a5,1,dancing,dance
525968880_82623392d1,3,white,white
525968880_82623392d1,3,drinking,drink
525968880_82623392d1,3,water,water
525968880_82623392d1,3,white,white
526955751_f519d62b58,3,man,man
526955751_f519d62b58,3,background,background
529101401_ab1f6b1206,4,boy,boy
529101401_ab1f6b1206,4,jumping,jump
529101401_ab1f6b1206,4,lake,lake
537390477_7dd3407f96,2,black,black
537390477_7dd3407f96,2,dog,dog
537390477_7dd3407f96,2,brown,brown
537390477_7dd3407f96,2,dog,dog
641893280_36fd6e886a,3,dogs,dog
641893280_36fd6e886a,3,running,run
641893280_36fd6e886a,3,hill,hill
799431781_65dc312afc,4,boys,boy
812196663_0c969970b5,4,kids,kid
837893113_81854e94e3,4,young,young
837893113_81854e94e3,4,boy,boy
837893113_81854e94e3,4,wearing,wear
837893113_81854e94e3,4,hat,hat
837893113_81854e94e3,4,catches,catch
837893113_81854e94e3,4,frisbee,frisbee
944788251_a0bcd4b960,4,boy,boy
944788251_a0bcd4b960,4,dog,dog
944788251_a0bcd4b960,4,dog,dog
944788251_a0bcd4b960,4,water,water
954987350_a0c608b467,4,woman,woman
954987350_a0c608b467,4,pink,pink
954987350_a0c608b467,4,holding,hold
96973080_783e375945,4,brown,brown
96973080_783e375945,4,dog,dog
96973080_783e375945,4,running,run
1048710776_bb5b0a5c7c,4,people,people
1048710776_bb5b0a5c7c,4,sitting,sit
1048710776_bb5b0a5c7c,4,beach,beach
108898978_7713be88fc,4,skiers,skier
1089181217_ee1167f7af,2,dog,dog
1089181217_ee1167f7af,2,running,run
1095580424_76f0aa8a3e,3,dog,dog
1095580424_76f0aa8a3e,3,running,run
1095580424_76f0aa8a3e,3,dog,dog
1095580424_76f0aa8a3e,3,course,course
1143882946_1898d2eeb9,1,woman,woman
1143882946_1898d2eeb9,1,helmet,helmet
1252787177_4b08625897,4,hanging,hang
1363924449_487f0733df,4,boy,boy
1363924449_487f0733df,4,striped,striped
1363924449_487f0733df,4,shirt,shirt
1463638541_c02cfa04dc,2,girl,girl
1463638541_c02cfa04dc,2,climbing,climb
1463638541_c02cfa04dc,2,rope,rope
1500853305_0150615ce9,0,girl,girl
1500853305_0150615ce9,0,boy,boy
1500853305_0150615ce9,0,bridge,bridge
1500853305_0150615ce9,1,little,little
1500853305_0150615ce9,1,girl,girl
1500853305_0150615ce9,1,little,little
1500853305_0150615ce9,1,boy,boy
1500853305_0150615ce9,1,wooden,wooden
